code	name	total	0-9	9-19	19-29	29-39	39-49	49-59	59-69	69-79	80+
317210	Volta Grande	5261	696	723	793	806	663	663	464	277	176
317220	Wenceslau Braz	2548	306	324	361	350	355	375	261	139	77
320010	Afonso Cláudio	30455	4199	3793	4247	4613	4428	3758	2820	1668	929
320016	Água Doce do Norte	10909	1612	1355	1582	1577	1545	1281	1032	574	351
320013	Águia Branca	9631	1377	1259	1374	1474	1397	1238	818	464	230
320020	Alegre	29975	3701	3647	4452	4661	3967	3936	2952	1611	1048
320030	Alfredo Chaves	14636	1785	1635	1921	2196	2226	2019	1536	837	481
320035	Alto Rio Novo	7874	1185	1055	1079	1194	1161	1006	681	337	176
320040	Anchieta	29779	4190	4041	4450	5091	4213	3422	2452	1258	662
320050	Apiacá	7554	993	912	1097	1113	1039	942	741	433	284
320060	Aracruz	103101	16050	15242	17115	17581	14083	10584	7535	3250	1661
320070	Atilio Vivacqua	12105	1646	1697	1809	1981	1635	1419	1069	541	308
320080	Baixo Guandu	31132	4151	3896	4653	4482	4494	3936	2873	1604	1043
320090	Barra de São Francisco	44979	6504	5919	6686	7221	6372	5506	3625	1995	1151
320100	Boa Esperança	15092	2206	2089	2319	2287	2031	1816	1317	657	370
320110	Bom Jesus do Norte	9962	1283	1320	1439	1558	1307	1176	1043	497	339
320115	Brejetuba	12427	2143	1847	1935	2050	1857	1259	818	348	170
320120	Cachoeiro de Itapemirim	210589	27849	27922	33112	34824	28968	25185	18453	9202	5074
320130	Cariacica	383917	58161	57298	61299	62850	52782	41539	29358	13928	6702
320140	Castelo	37747	4342	4593	5446	6029	5429	5015	3614	1997	1282
320150	Colatina	123400	14484	15558	18534	20538	17865	16277	11249	5644	3251
320160	Conceição da Barra	31273	5310	4547	5168	4872	4163	3334	2179	1131	569
320170	Conceição do Castelo	12806	1755	1691	1829	2063	1776	1523	1152	643	374
320180	Divino de São Lourenço	4270	641	566	674	638	587	528	401	160	75
320190	Domingos Martins	33986	4441	4298	5111	5514	5099	4259	2796	1555	913
320200	Dores do Rio Preto	6771	1025	974	1053	1086	878	812	530	274	139
320210	Ecoporanga	22835	3241	2860	3210	3408	3475	2844	2057	1086	654
320220	Fundão	21948	3204	3048	3269	3245	2976	2561	2022	999	624
320225	Governador Lindenberg	12880	1853	1796	1938	2005	1779	1587	1041	549	332
320230	Guaçuí	31122	4291	4167	4660	4777	4044	3603	2986	1600	994
320240	Guarapari	126701	17895	17253	19153	19587	17687	15116	11231	5797	2982
320245	Ibatiba	26426	4076	3745	4056	4184	3764	2804	2040	1147	610
320250	Ibiraçu	12591	1627	1641	1940	2050	1838	1522	1057	581	335
320255	Ibitirama	8859	1518	1318	1323	1344	1123	1002	711	338	182
320260	Iconha	13973	1515	1556	2066	2338	2141	1874	1391	682	410
320265	Irupi	13526	2092	1911	2081	2151	1940	1492	1021	539	299
320270	Itaguaçu	14023	1524	1461	1832	1997	2034	2041	1644	889	601
320280	Itapemirim	34656	5397	4895	5186	5302	4747	4064	2827	1483	755
320290	Itarana	10494	1088	1197	1479	1627	1544	1427	1077	650	405
320300	Iúna	29290	4501	4119	4501	4804	3984	3438	2245	1115	583
320305	Jaguaré	31039	5334	4829	5070	5211	4013	3062	2049	977	494
320310	Jerônimo Monteiro	12265	1517	1476	1781	1765	1691	1717	1162	696	460
320313	João Neiva	16722	1937	1951	2421	2653	2490	2137	1758	831	544
320316	Laranja da Terra	10933	1136	1139	1434	1673	1706	1604	1115	746	380
320320	Linhares	176688	28236	27048	29081	30334	24179	17394	11899	5629	2888
320330	Mantenópolis	15503	2272	1984	2242	2325	2200	1839	1409	778	454
320332	Marataízes	38883	5586	5170	5686	5939	5324	4785	3524	1884	985
320334	Marechal Floriano	16920	2430	2226	2554	2677	2492	2040	1422	690	389
320335	Marilândia	12963	1458	1531	1875	2125	1845	1813	1245	680	391
320340	Mimoso do Sul	26115	3342	3128	3641	4060	3639	3579	2591	1341	794
320350	Montanha	18894	2674	2429	2739	2892	2642	2320	1601	1009	588
320360	Mucurici	5496	740	630	786	840	766	753	521	301	159
320370	Muniz Freire	17319	2483	2235	2622	2651	2356	2138	1522	847	465
320380	Muqui	15526	1918	1899	2225	2457	2172	2079	1477	792	507
320390	Nova Venécia	50434	6921	6639	8041	7857	7119	6169	4333	2102	1253
320400	Pancas	23306	3417	3147	3531	3635	3303	2691	1935	1091	556
320405	Pedro Canário	26381	4530	4009	4386	4227	3530	2635	1772	867	425
320410	Pinheiros	27327	4408	4087	4075	4329	3713	2860	2081	1145	629
320420	Piúma	22053	3071	2865	3485	3329	3176	2797	1890	970	470
320425	Ponto Belo	7940	1157	1020	1163	1148	1100	999	688	402	263
320430	Presidente Kennedy	11658	1656	1514	1850	1901	1714	1343	946	490	244
320435	Rio Bananal	19271	2585	2603	2864	3073	2782	2479	1599	803	483
320440	Rio Novo do Sul	11626	1402	1399	1654	1973	1643	1439	1129	592	395
320450	Santa Leopoldina	12197	1531	1467	1775	1900	1749	1691	1121	592	371
320455	Santa Maria de Jetibá	41015	5886	5656	7024	7149	5790	4334	2922	1511	743
320460	Santa Teresa	23724	2788	2741	3289	3681	3464	3217	2394	1344	806
320465	São Domingos do Norte	8687	1194	1130	1236	1416	1191	1087	788	411	234
320470	São Gabriel da Palha	38522	5120	5259	6056	6690	5528	4415	3029	1545	880
320480	São José do Calçado	10546	1341	1246	1470	1453	1389	1437	1119	642	449
320490	São Mateus	132642	20087	19375	21842	21717	17997	14771	9997	4574	2282
320495	São Roque do Canaã	12510	1552	1520	1821	1876	1764	1710	1187	678	402
320500	Serra	527240	82309	81135	88449	91637	71341	53124	37226	15355	6664
320501	Sooretama	30680	5943	5271	5187	4878	4034	2584	1610	776	397
320503	Vargem Alta	21591	3299	3038	3325	3281	2978	2633	1695	837	505
320506	Venda Nova do Imigrante	25745	3236	3430	4125	4318	3794	3052	2075	1094	621
320510	Viana	79500	11665	11965	13109	14410	10928	8205	5695	2412	1111
320515	Vila Pavão	9244	1208	1150	1429	1539	1408	1153	720	388	249
320517	Vila Valério	14073	1947	1916	2152	2303	2121	1768	1098	496	272
320520	Vila Velha	501325	63440	68050	75968	84618	71277	60332	44568	21894	11178
320530	Vitória	365855	43558	47524	52298	63514	51647	42831	35985	18368	10130
330010	Angra dos Reis	207044	30120	28876	35146	34834	29823	23029	15407	7108	2701
330015	Aperibé	11901	1363	1354	1671	1993	1636	1623	1239	683	339
330020	Araruama	134293	17775	16086	19504	19084	18577	17876	13779	7723	3889
330022	Areal	12669	1660	1565	1918	1913	1789	1596	1257	661	310
330023	Armação dos Búzios	34477	5131	4663	5779	5239	5043	4297	2730	1159	436
330025	Arraial do Cabo	30593	3958	3749	4413	4173	4244	4472	3165	1675	744
330030	Barra do Piraí	100764	12646	12359	14354	14893	14065	13295	10724	5570	2858
330040	Barra Mansa	184833	22679	22273	26947	28490	26113	25014	19013	9744	4560
330045	Belford Roxo	513118	75592	70744	87149	78374	73317	59753	40672	19431	8086
330050	Bom Jardim	27616	3472	3329	3962	4228	4041	3673	2692	1454	765
330060	Bom Jesus do Itabapoana	37203	4493	4328	5232	5336	5153	5310	3879	2190	1282
330070	Cabo Frio	230378	32275	29144	36186	33615	31695	30196	21762	10885	4620
330080	Cachoeiras de Macacu	59303	8029	7367	9094	8853	8605	7622	5467	2879	1387
330090	Cambuci	15514	1707	1633	1965	2173	2292	2297	1760	1067	620
330100	Campos dos Goytacazes	511168	73009	68901	79020	80670	69069	61510	44211	23135	11643
330110	Cantagalo	20168	2633	2366	2771	2886	2742	2806	2054	1256	654
330093	Carapebus	16586	2385	2196	2584	2503	2452	2060	1398	696	312
330115	Cardoso Moreira	12821	1683	1475	1669	1883	1865	1691	1240	820	495
330120	Carmo	19030	2505	2329	2692	2729	2726	2522	1929	1019	579
330130	Casimiro de Abreu	45041	6738	6221	6837	7148	6402	5313	3735	1780	867
330095	Comendador Levy Gasparian	8576	1135	1073	1245	1228	1143	1161	880	487	224
330140	Conceição de Macabu	23398	3237	2967	3657	3339	3266	3210	2068	1100	554
330150	Cordeiro	22041	2704	2651	3184	3301	3000	3014	2232	1281	674
330160	Duas Barras	11528	1585	1447	1676	1761	1604	1600	1073	508	274
330170	Duque de Caxias	924624	133416	125725	153939	143840	130490	108545	76104	36618	15947
330180	Engenheiro Paulo de Frontin	14071	1531	1557	2026	2265	2076	1973	1455	791	397
330185	Guapimirim	61388	9104	8377	10018	9759	8635	7267	4747	2411	1070
330187	Iguaba Grande	28837	3369	3145	4117	3798	4030	4236	3172	2038	932
330190	Itaboraí	242543	33828	30874	38429	36461	36742	30326	21025	10521	4337
330200	Itaguaí	134819	20080	18531	22128	21970	19458	14969	10689	4984	2010
330205	Italva	15299	1767	1687	1907	2213	2073	2288	1705	1078	581
330210	Itaocara	23222	2558	2511	2966	3316	3288	3456	2571	1622	934
330220	Itaperuna	103800	12065	12156	14461	16113	15220	14275	10583	5865	3062
330225	Itatiaia	32064	4319	4094	4771	5057	4746	4057	2863	1517	640
330227	Japeri	105548	16535	15502	18856	17490	14601	10818	6945	3365	1436
330230	Laje do Muriaé	7326	926	900	1071	1030	1022	1003	729	428	217
330240	Macaé	261501	40177	38377	45763	49426	35568	25722	16563	6947	2958
330245	Macuco	5623	882	785	717	851	755	655	507	332	139
330250	Magé	246433	36740	33418	40191	36786	33843	29609	20561	10611	4674
330260	Mangaratiba	45220	5796	5497	7103	6907	6826	6185	4047	2033	826
330270	Maricá	164504	19912	18269	24186	25585	25363	23002	16428	8281	3478
330280	Mendes	18648	1997	1981	2547	2670	2709	2846	2177	1104	617
330285	Mesquita	176569	23980	23170	27744	26162	25039	22013	16160	8473	3828
330290	Miguel Pereira	25581	2809	2668	3534	3432	3466	3754	3038	1849	1031
330300	Miracema	27154	3580	3282	3755	3931	3640	3621	2720	1640	985
330310	Natividade	15311	1868	1695	2072	2176	2092	2245	1667	913	583
330320	Nilópolis	162693	20056	20252	23749	24878	23595	20759	16551	8573	4280
330330	Niterói	515317	50724	55206	67468	80984	74627	68059	60265	36489	21495
330340	Nova Friburgo	191158	21832	22067	26074	28067	27473	26384	21102	12104	6055
330350	Nova Iguaçu	823302	116484	110450	136026	123697	116144	99490	69758	35542	15711
330360	Paracambi	52683	5224	5680	8910	8931	8177	7352	4759	2507	1143
330370	Paraíba do Sul	44518	6154	5677	6428	6452	5941	5832	4320	2410	1304
330380	Paraty	43680	6933	5841	6912	6769	6383	5066	3531	1586	659
330385	Paty do Alferes	27858	3757	3415	4244	4100	3668	3713	2708	1449	804
330390	Petrópolis	306678	36583	36821	45394	44927	43189	40749	31179	18393	9443
330395	Pinheiral	25364	3352	3175	3843	4014	3498	3169	2629	1163	521
330400	Piraí	29545	3595	3349	4512	4461	4366	3946	2958	1585	773
330410	Porciúncula	18960	2632	2364	2745	2821	2555	2557	1759	947	580
330411	Porto Real	19974	2986	2815	3358	3219	2785	2287	1512	712	300
330412	Quatis	14435	2110	1860	2117	2251	2034	1723	1333	683	324
330414	Queimados	151335	23271	21140	25503	23099	21575	17079	11564	5663	2441
330415	Quissamã	25126	3640	3346	4040	4007	3331	3236	1980	1041	505
330420	Resende	132312	17745	16882	20109	21149	19132	16300	11990	6181	2824
330430	Rio Bonito	60573	7817	7570	9196	9593	9114	7435	5448	2924	1476
330440	Rio Claro	18605	2464	2267	2778	2653	2784	2524	1750	928	457
330450	Rio das Flores	9344	1311	1213	1466	1400	1293	1160	800	475	226
330452	Rio das Ostras	155193	23954	21117	25518	26856	23792	17614	10355	4247	1740
330455	Rio de Janeiro	6747815	806837	835964	987608	1054322	966380	819557	673903	382978	220266
330460	Santa Maria Madalena	10392	1345	1208	1400	1364	1536	1425	1131	630	353
330470	Santo Antônio de Pádua	42594	5034	4950	5904	6163	6162	5946	4329	2689	1417
330480	São Fidélis	38710	4731	4477	5355	5704	5371	5432	3934	2377	1329
330475	São Francisco de Itabapoana	42210	6090	5127	6283	6307	5879	5478	3933	2059	1054
330490	São Gonçalo	1091737	133459	134635	169148	170692	162578	139921	103293	53797	24214
330500	São João da Barra	36423	4739	4439	5513	5523	4945	5000	3507	1906	851
330510	São João de Meriti	472906	64068	62448	73940	71766	67075	58350	43649	21749	9861
330513	São José de Ubá	7206	892	811	981	1034	1073	1032	684	474	225
330515	São José do Vale do Rio Preto	21916	2916	2777	3604	3261	3121	2871	1898	1019	449
330520	São Pedro da Aldeia	106049	15076	13770	17204	15384	15038	13610	9167	4747	2053
330530	São Sebastião do Alto	9387	1209	1029	1285	1357	1346	1307	1009	535	310
330540	Sapucaia	18249	2409	2249	2769	2716	2492	2454	1796	920	444
330550	Saquarema	90583	12099	11178	13578	13564	12032	12130	9060	4801	2141
330555	Seropédica	83092	11625	11389	13697	13160	11370	9765	7107	3382	1597
330560	Silva Jardim	21774	3313	2814	3419	3158	3066	2672	1849	965	518
330570	Sumidouro	15667	2064	1964	2335	2438	2290	2100	1445	683	348
330575	Tanguá	34610	4922	4572	5339	5251	5279	4202	2895	1508	642
330580	Teresópolis	184240	23189	22811	27832	27433	25454	23987	18182	10231	5121
330590	Trajano de Moraes	10640	1395	1211	1421	1605	1449	1533	1046	632	348
330600	Três Rios	82142	11191	10454	12038	12323	11212	10592	8035	4256	2041
330610	Valença	76869	9447	9209	10913	11134	10151	10338	8273	4804	2600
330615	Varre-Sai	11106	1940	1647	1558	1789	1495	1284	803	390	200
330620	Vassouras	37083	4646	4630	5633	5822	4854	4738	3627	2041	1092
330630	Volta Redonda	273988	31700	31715	38623	43149	37407	36923	31809	15295	7367
350010	Adamantina	35111	3504	3682	4415	5453	4914	5187	4030	2436	1490
350020	Adolfo	3554	389	369	424	539	483	553	447	233	117
350030	Aguaí	36648	5333	5123	5738	6110	4790	4155	3057	1541	801
350040	Águas da Prata	8221	870	854	972	1199	1089	1233	1043	577	384
350050	Águas de Lindóia	18808	2192	2103	2617	2896	2711	2561	1931	1117	680
350055	Águas de Santa Bárbara	6109	829	695	900	848	854	824	621	354	184
350060	Águas de São Pedro	3521	306	317	415	467	460	555	423	345	233
350070	Agudos	37401	5151	4710	5645	6085	5385	4510	3399	1680	836
350075	Alambari	6129	975	853	921	1010	818	645	522	260	125
350080	Alfredo Marcondes	4184	382	427	475	584	606	634	494	366	216
350090	Altair	4186	638	610	676	722	581	462	252	171	74
350100	Altinópolis	16203	1916	1892	2405	2554	2181	2060	1690	987	518
350110	Alto Alegre	4088	432	427	513	644	517	575	462	336	182
350115	Alumínio	18767	2819	2775	3066	3018	2636	2123	1333	694	303
350120	Álvares Florence	3647	312	303	429	511	495	661	481	306	149
350130	Álvares Machado	24998	3058	3098	3665	3710	3449	3368	2431	1481	738
350140	Álvaro de Carvalho	5274	598	679	859	1119	828	486	389	211	105
350150	Alvinlândia	3237	500	425	476	481	484	353	277	165	76
350160	Americana	242018	27243	28262	34311	41204	35869	32333	24065	12224	6507
350170	Américo Brasiliense	41032	6220	5974	6780	7108	5824	4540	2722	1336	528
350180	Américo de Campos	5981	652	650	780	911	816	854	690	422	206
350190	Amparo	72677	8049	8294	10281	12303	10579	9301	7345	4115	2410
350200	Analândia	5056	713	636	698	810	642	573	500	309	175
350210	Andradina	57202	6478	6412	7833	8856	8662	7841	5825	3497	1798
350220	Angatuba	25479	3654	3408	3901	3956	3430	3178	2214	1182	556
350230	Anhembi	6819	1113	943	1061	1006	944	780	571	267	134
350240	Anhumas	4144	542	521	589	647	569	561	377	214	124
350250	Aparecida	36185	4613	4612	5118	6002	5058	4675	3460	1772	875
350260	Aparecida d'Oeste	4158	406	396	498	509	609	672	543	321	204
350270	Apiaí	24226	3577	3004	3824	3421	3464	2918	2151	1244	623
350275	Araçariguama	22860	4082	3704	3819	3689	3005	2198	1422	668	273
350280	Araçatuba	198129	22440	22326	26775	31834	29955	27361	20321	11152	5965
350290	Araçoiaba da Serra	34776	4807	4294	5135	5183	5141	4625	3178	1659	754
350300	Aramina	5655	661	666	808	956	749	776	538	323	178
350310	Arandu	6365	838	737	996	935	938	799	640	324	158
350315	Arapeí	2460	336	301	361	363	324	356	219	121	79
350320	Araraquara	238339	27301	28259	33549	40797	34821	30228	23193	12930	7261
350330	Araras	135506	16425	16238	19992	23190	19431	17087	12786	6810	3547
350335	Arco-Íris	1773	209	176	227	264	253	256	205	124	59
350340	Arealva	8613	977	987	1088	1186	1114	1276	981	648	356
350350	Areias	3896	610	511	611	547	554	479	324	162	98
350360	Areiópolis	11158	1685	1628	1806	1902	1611	1271	734	357	164
350370	Ariranha	9761	1310	1303	1467	1681	1374	1082	822	448	274
350380	Artur Nogueira	55340	7710	7751	8655	9427	7768	6427	4264	2285	1053
350390	Arujá	91157	13261	12704	14663	15099	12778	10379	7569	3349	1355
350395	Aspásia	1818	186	192	226	268	245	326	206	116	53
350400	Assis	105087	12533	12833	14610	17283	15009	13539	10366	5731	3183
350410	Atibaia	144088	18264	17845	20461	23244	20794	17890	13865	7636	4089
350420	Auriflama	15253	1610	1688	2109	2449	2160	2178	1559	968	532
350430	Avaí	5436	795	719	909	820	720	664	462	229	118
350440	Avanhandava	13859	1789	1959	2521	2969	1761	1382	850	425	203
350450	Avaré	91232	12094	11797	13119	14644	13125	10874	8488	4623	2468
350460	Bady Bassitt	17761	2204	2157	2730	2710	2797	2282	1627	824	430
350470	Balbinos	5934	85	185	649	3591	1023	224	109	42	26
350480	Bálsamo	9139	1012	972	1225	1385	1330	1325	960	583	347
350490	Bananal	10993	1586	1410	1616	1564	1516	1349	985	618	349
350500	Barão de Antonina	3498	536	450	475	486	461	432	366	189	103
350510	Barbosa	7468	1046	969	1149	1102	1035	969	625	378	195
350520	Bariri	35558	4558	4594	5263	5642	4707	4360	3350	1892	1192
350530	Barra Bonita	36126	3760	3832	4768	5705	5616	5303	3836	2152	1154
350535	Barra do Chapéu	5760	980	722	894	875	777	650	467	258	137
350540	Barra do Turvo	7632	1333	930	1109	989	1005	876	728	441	221
350550	Barretos	122833	15128	14858	17507	20924	17714	15512	11401	6379	3410
350560	Barrinha	33180	5485	5210	5530	5978	4433	3217	1968	921	438
350570	Barueri	276982	40930	40028	45204	47242	39463	30988	20450	9191	3486
350580	Bastos	20953	2706	2589	2909	3114	2954	3003	2009	1098	571
350590	Batatais	62980	7698	7809	9323	10254	8645	7648	6265	3416	1922
350600	Bauru	379297	46144	47629	54365	62345	54884	47141	36241	19706	10842
350610	Bebedouro	77555	9193	8928	11021	12375	11245	9906	7879	4538	2470
350620	Bento de Abreu	3005	425	388	477	481	427	369	229	131	78
350630	Bernardino de Campos	11158	1399	1299	1582	1620	1514	1457	1106	724	457
350635	Bertioga	64723	11274	10458	10508	9810	9003	6980	4148	1853	689
350640	Bilac	8117	788	900	1139	1315	1236	1109	853	493	284
350650	Birigui	124883	14994	15198	17691	20036	19145	16568	11734	6403	3114
350660	Biritiba-Mirim	32936	5026	4532	5080	5122	4464	3951	2540	1531	690
350670	Boa Esperança do Sul	15018	2259	2070	2453	2399	2078	1788	1152	563	256
350680	Bocaina	12452	1632	1669	1894	2137	1802	1478	993	523	324
350690	Bofete	11921	1718	1440	1670	1595	1616	1681	1218	691	292
350700	Boituva	62170	8937	8726	9815	10972	8932	6976	4544	2260	1008
350710	Bom Jesus dos Perdões	25985	3765	3658	4207	4351	3696	2984	1868	1008	448
350715	Bom Sucesso de Itararé	3984	738	598	719	565	530	424	242	115	53
350720	Borá	838	111	90	155	154	125	89	77	24	13
350730	Boracéia	4868	742	674	755	771	615	535	386	260	130
350740	Borborema	16164	1913	2032	2198	2636	2305	2143	1591	858	488
350745	Borebi	2683	415	374	404	388	373	336	233	101	59
350750	Botucatu	148130	19305	18951	21457	24356	21182	17407	13654	7568	4250
350760	Bragança Paulista	170533	20957	20713	25628	28134	25335	20823	15960	8604	4379
350770	Braúna	5741	776	781	788	938	743	642	539	323	211
350775	Brejo Alegre	2889	348	357	462	462	442	341	259	149	69
350780	Brodowski	25277	3298	3326	4084	4075	3381	3090	2174	1187	662
350790	Brotas	24636	3446	3280	3815	3894	3435	2889	2078	1166	633
350800	Buri	19965	3533	2983	3131	2852	2578	2135	1537	817	399
350810	Buritama	17281	2183	2012	2379	2691	2521	2355	1686	992	462
350820	Buritizal	4514	558	548	633	710	619	590	451	265	140
350830	Cabrália Paulista	4243	584	537	670	632	596	527	384	210	103
350840	Cabreúva	50429	8123	7757	8459	8362	6921	5373	3092	1664	678
350850	Caçapava	95018	12802	12190	13802	15375	13799	11503	8611	4766	2170
350860	Cachoeira Paulista	33581	4538	4239	4779	5424	4784	4091	3133	1726	867
350870	Caconde	19009	2538	2301	2809	2686	2463	2561	1891	1149	611
350880	Cafelândia	17843	2255	2104	2555	2842	2520	2186	1778	1001	602
