code	name	total	0-9	9-19	19-29	29-39	39-49	49-59	59-69	69-79	80+
314053	Martins Soares	8531	1269	1284	1429	1280	1089	965	662	358	195
314055	Mata Verde	8644	1216	1187	1487	1349	1130	928	626	479	242
314060	Materlândia	4436	623	553	720	653	547	543	354	254	189
314070	Mateus Leme	31364	4205	4441	4993	4830	4308	3706	2710	1492	679
317150	Mathias Lobato	3179	529	460	552	449	344	342	287	147	69
314080	Matias Barbosa	14548	1576	1814	2299	2124	1961	1955	1551	813	455
314085	Matias Cardoso	11260	2186	1805	2054	1770	1216	1012	666	367	184
314090	Matipó	19005	3096	2973	3147	2834	2418	2030	1338	737	432
314100	Mato Verde	12412	1444	1453	1956	1961	1753	1624	1118	706	397
314110	Matozinhos	38151	4888	5273	6506	6369	5524	4583	2815	1462	731
314120	Matutina	3741	350	384	491	480	565	559	433	296	183
314130	Medeiros	3832	489	506	658	540	556	501	327	169	86
314140	Medina	20759	3133	2810	3185	3060	2743	2295	1676	1148	709
314150	Mendes Pimentel	6446	737	714	922	928	1040	886	608	395	216
314160	Mercês	10758	1191	1251	1608	1572	1531	1437	1104	690	374
314170	Mesquita	5546	640	660	776	782	800	695	585	366	242
314180	Minas Novas	31497	4777	4783	5907	5812	3652	2891	2036	1082	557
314190	Minduri	3893	424	455	627	541	588	532	402	215	109
314200	Mirabela	13620	1904	1732	2255	2125	1829	1470	1148	742	415
314210	Miradouro	10787	1314	1331	1693	1690	1589	1377	977	515	301
314220	Miraí	15111	1902	1909	2320	2276	2034	1849	1506	839	476
314225	Miravânia	4914	773	686	869	773	582	483	382	230	136
314230	Moeda	4934	585	586	686	652	693	694	515	303	220
314240	Moema	7554	925	1024	1091	1133	1103	952	679	437	210
314250	Monjolos	2202	282	265	335	320	346	265	195	128	66
314260	Monsenhor Paulo	8727	1095	1180	1373	1321	1154	1046	886	447	225
314270	Montalvânia	14747	2127	1855	2282	2101	1836	1866	1317	895	468
314280	Monte Alegre de Minas	21236	2489	2495	3201	3047	3037	2819	2108	1277	763
314290	Monte Azul	20696	2262	2126	3074	3191	2907	2925	2104	1392	715
314300	Monte Belo	13152	1373	1534	2082	2011	1944	1804	1268	730	406
314310	Monte Carmelo	47931	5766	6313	7563	7282	7205	6438	4236	2156	972
314315	Monte Formoso	4923	950	743	871	690	552	429	324	240	124
314320	Monte Santo de Minas	21513	2327	2515	3180	3129	2966	2912	2365	1336	783
314340	Monte Sião	24029	2807	3137	3677	4090	3513	3113	2136	1026	530
314330	Montes Claros	413487	55698	61313	68326	73216	58320	43511	29910	15911	7282
314345	Montezuma	8315	1340	1209	1527	1323	1018	798	581	341	178
314350	Morada Nova de Minas	8910	1100	1027	1364	1266	1251	1324	850	475	253
314360	Morro da Garça	2437	290	299	395	374	309	324	225	152	69
314370	Morro do Pilar	3153	357	352	511	457	405	419	315	198	139
314380	Munhoz	5994	721	744	936	902	862	837	561	317	114
314390	Muriaé	109392	12566	14024	16606	18260	15084	13720	10475	5565	3092
314400	Mutum	26961	3585	3400	3882	4085	3880	3338	2458	1476	857
314410	Muzambinho	20545	2320	2420	2963	3067	2848	2772	2193	1246	716
314420	Nacip Raydan	3220	464	399	546	437	428	389	242	197	118
314430	Nanuque	40665	5443	5366	6195	6385	5573	4654	3503	2264	1282
314435	Naque	7051	1083	988	1253	1055	893	787	537	294	161
314437	Natalândia	3308	479	444	565	503	448	408	248	145	68
314440	Natércia	4728	451	491	617	674	641	724	582	338	210
314450	Nazareno	8660	1011	1098	1377	1223	1243	1171	814	477	246
314460	Nepomuceno	26826	3323	3455	4082	4068	3698	3205	2781	1452	762
314465	Ninheira	10326	1353	1459	1694	1605	1323	1189	848	553	302
314467	Nova Belém	3128	457	379	446	400	513	423	285	161	64
314470	Nova Era	17551	2257	2289	2542	2744	2364	2220	1652	936	547
314480	Nova Lima	96157	11473	12339	14697	16630	14680	11891	8405	4192	1850
314490	Nova Módica	3573	511	432	563	516	444	436	314	218	139
314500	Nova Ponte	15800	2220	2538	2865	2725	2155	1737	925	443	192
314505	Nova Porteirinha	7497	1090	1077	1275	1210	1028	800	522	350	145
314510	Nova Resende	16832	2314	2389	2637	2593	2390	2024	1404	711	370
314520	Nova Serrana	105520	16707	22198	20302	20961	12481	7096	3754	1475	546
313660	Nova União	5732	718	697	851	822	907	732	549	286	170
314530	Novo Cruzeiro	31335	5544	4860	5548	4894	3579	2892	2033	1239	746
314535	Novo Oriente de Minas	10778	1525	1427	1780	1693	1378	1082	891	635	367
314537	Novorizonte	5324	823	708	874	879	606	522	420	301	191
314540	Olaria	1720	151	154	242	207	277	311	199	120	59
314545	Olhos-d'Água	6171	1053	940	1078	1064	773	619	386	178	80
314550	Olímpio Noronha	2809	309	334	408	395	389	402	319	172	81
314560	Oliveira	41840	4705	5174	6272	6332	6160	5545	4081	2268	1303
314570	Oliveira Fortes	2130	243	251	334	303	308	304	228	109	50
314580	Onça de Pitangui	3152	433	448	521	407	479	396	253	145	70
314585	Oratórios	4663	607	586	705	731	667	546	441	235	145
314587	Orizânia	8079	1232	1166	1407	1184	1138	873	597	311	171
314590	Ouro Branco	39867	4880	5176	6831	7768	5127	4476	3681	1377	551
314600	Ouro Fino	33791	3654	4003	4884	4982	4879	4663	3484	2120	1122
314610	Ouro Preto	74558	8928	10038	12318	12147	10489	9147	6443	3367	1681
314620	Ouro Verde de Minas	5914	891	760	960	900	768	638	449	337	211
314625	Padre Carvalho	6423	1247	1038	1188	1072	707	495	391	185	100
314630	Padre Paraíso	20252	3202	2833	3340	3118	2463	2078	1520	1091	607
314655	Pai Pedro	6094	938	830	1068	943	780	621	478	277	159
314640	Paineiras	4462	398	392	610	540	654	744	569	356	199
314650	Pains	8296	916	1004	1217	1211	1141	1159	850	498	300
314660	Paiva	1523	115	134	190	196	226	255	213	113	81
314670	Palma	6611	660	732	857	1066	907	920	711	483	275
314675	Palmópolis	5349	682	628	717	722	719	643	573	391	274
314690	Papagaios	15800	2369	2355	2846	2363	2192	1859	1071	499	246
314710	Pará de Minas	94808	11143	12599	16069	15643	13700	11464	8117	4058	2015
314700	Paracatu	93862	13540	13981	17164	15864	12757	9948	6198	2926	1484
314720	Paraguaçu	21605	2479	2605	3260	3321	2886	2835	2160	1334	725
314730	Paraisópolis	21221	2549	2613	3260	3202	3156	2883	1934	1073	551
314740	Paraopeba	24700	3186	3399	4241	3879	3399	3153	1932	1027	484
314760	Passa Quatro	16393	1902	2013	2489	2413	2452	2185	1661	852	426
314770	Passa Tempo	8057	765	892	1149	1156	1171	1225	863	532	304
314780	Passa-Vinte	2031	214	222	300	250	288	335	211	136	75
314750	Passabém	1633	170	164	211	231	239	230	197	119	72
314790	Passos	115337	13927	14991	18210	17980	16189	14420	10917	5864	2839
314795	Patis	6002	915	804	1085	950	754	662	411	294	127
314800	Patos de Minas	153585	16651	18904	23889	24134	22501	20707	15011	7868	3920
314810	Patrocínio	91449	11682	12484	14971	14268	12892	11465	7654	4043	1990
314820	Patrocínio do Muriaé	5715	581	642	780	877	823	800	613	396	203
314830	Paula Cândido	9584	1181	1218	1471	1465	1245	1283	874	501	346
314840	Paulistas	4812	720	640	766	632	591	544	423	279	217
314850	Pavão	8419	1159	1032	1196	1331	1165	888	756	550	342
314860	Peçanha	17537	2709	2476	2957	2772	2190	1813	1272	813	535
314870	Pedra Azul	24329	3801	3426	3947	3529	3049	2730	1867	1276	704
314875	Pedra Bonita	7128	1185	1115	1204	1149	980	661	506	215	113
314880	Pedra do Anta	3005	299	297	422	387	436	401	351	248	164
314890	Pedra do Indaiá	3974	441	475	551	554	599	568	416	243	127
314900	Pedra Dourada	2532	347	337	435	383	368	289	202	114	57
314910	Pedralva	11146	1343	1310	1764	1526	1494	1644	1113	626	326
314915	Pedras de Maria da Cruz	12212	1920	1651	2179	1922	1443	1381	916	524	276
314920	Pedrinópolis	3643	504	506	537	496	503	511	309	182	95
314930	Pedro Leopoldo	64712	7399	8385	10372	10362	9040	8316	6222	3078	1538
314940	Pedro Teixeira	1806	208	217	289	253	305	262	155	83	34
314950	Pequeri	3330	410	393	494	480	433	441	365	196	118
314960	Pequi	4432	558	539	696	550	638	626	413	238	174
314970	Perdigão	11755	1726	2052	2065	1988	1496	1129	701	400	198
314980	Perdizes	16321	2409	2572	2880	2507	2324	1804	1135	492	198
314990	Perdões	21485	2438	2641	3342	3268	2976	2796	2219	1188	617
314995	Periquito	6773	1034	926	1175	943	890	746	533	326	200
315000	Pescador	4256	616	570	676	634	525	475	369	229	162
315010	Piau	2733	281	271	341	342	396	437	335	203	127
315015	Piedade de Caratinga	8702	1356	1235	1496	1330	1180	990	613	312	190
315020	Piedade de Ponte Nova	4140	594	543	671	628	534	492	333	209	136
315030	Piedade do Rio Grande	4466	415	418	560	532	646	756	615	338	186
315040	Piedade dos Gerais	5009	560	582	728	642	821	708	501	304	163
315050	Pimenta	8688	959	1050	1367	1276	1312	1206	866	430	222
315053	Pingo-d'Água	4986	767	689	727	792	700	568	417	228	98
315057	Pintópolis	7524	1404	1091	1246	1106	852	721	551	364	189
315060	Piracema	6398	617	644	1004	871	952	1004	658	406	242
315070	Pirajuba	6348	939	1039	1273	1222	860	482	301	156	76
315080	Piranga	17634	2480	2307	2975	2757	2226	2032	1427	883	547
315090	Piranguçu	5488	652	664	806	769	797	755	568	313	164
315100	Piranguinho	8640	1076	1079	1388	1234	1193	1164	778	467	261
315110	Pirapetinga	10772	1225	1325	1785	1661	1549	1334	1065	541	287
315120	Pirapora	56640	8183	7885	9263	9421	7571	6346	4628	2236	1107
315130	Piraúba	10759	1211	1306	1438	1604	1427	1556	1136	668	413
315140	Pitangui	28215	3642	4000	4704	4310	3881	3424	2312	1240	702
315150	Piumhi	34918	3772	4311	5346	5428	4937	4521	3645	1898	1060
315160	Planura	12292	1861	1946	1933	2191	1659	1277	852	403	170
315170	Poço Fundo	16846	1878	2045	2341	2405	2327	2444	1840	1059	507
315180	Poços de Caldas	168641	19159	21413	25407	27009	24458	20448	17013	9203	4531
315190	Pocrane	8359	902	875	1124	1213	1137	1140	959	631	378
315200	Pompéu	32035	4509	4553	5593	4935	4176	3806	2421	1346	696
315210	Ponte Nova	59875	6750	7458	9029	9437	8507	7846	5876	3172	1800
315213	Ponto Chique	4283	693	643	710	739	513	386	309	189	101
315217	Ponto dos Volantes	12179	2273	1792	2013	1641	1451	1181	854	621	353
315220	Porteirinha	37864	4730	4806	5823	6330	5118	4565	3353	2050	1089
315230	Porto Firme	11348	1256	1298	1587	1906	1754	1520	1068	571	388
315240	Poté	16616	2423	2137	2574	2456	2191	1920	1381	912	622
315250	Pouso Alegre	152549	18024	20395	25527	25331	21329	18321	13549	6804	3269
315260	Pouso Alto	5900	603	583	897	807	835	882	685	383	225
315270	Prados	9080	1119	1248	1365	1323	1309	1267	795	432	222
315280	Prata	28017	3581	3823	4392	4367	4171	3539	2330	1225	589
315290	Pratápolis	8566	868	907	1149	1111	1193	1215	1097	649	377
315300	Pratinha	3631	373	390	476	535	552	521	411	240	133
315310	Presidente Bernardes	5341	706	609	778	641	757	745	528	347	230
315320	Presidente Juscelino	3606	454	395	563	483	542	481	333	238	117
315330	Presidente Kubitschek	3001	536	431	465	442	365	316	231	136	79
315340	Presidente Olegário	19627	2291	2285	3131	2855	3018	2617	1851	1070	509
315360	Prudente de Morais	10834	1372	1476	1909	1802	1460	1345	850	416	204
315370	Quartel Geral	3584	455	478	619	489	469	491	315	177	91
315380	Queluzito	1943	158	180	257	208	312	350	259	143	76
315390	Raposos	16429	2064	2192	2684	2683	2405	1926	1453	724	298
315400	Raul Soares	23711	2740	2765	3122	3334	3382	3334	2518	1512	1004
315410	Recreio	10520	1108	1107	1420	1521	1423	1461	1214	814	452
315415	Reduto	7201	1107	1056	1183	1099	905	817	576	289	169
315420	Resende Costa	11540	1300	1395	1732	1665	1595	1636	1221	635	361
315430	Resplendor	17396	2253	2232	2462	2391	2406	2179	1692	1128	653
315440	Ressaquinha	4817	551	570	808	655	738	664	426	274	131
315445	Riachinho	8134	1181	1017	1409	1206	1105	949	681	386	200
315450	Riacho dos Machados	9476	1496	1439	1654	1620	1060	969	631	401	206
315460	Ribeirão das Neves	338197	48948	52060	60382	55390	48012	34027	24584	10676	4118
315470	Ribeirão Vermelho	4047	441	488	567	635	520	492	510	223	171
315480	Rio Acima	10420	1303	1354	1746	1835	1573	1234	786	406	183
315490	Rio Casca	13473	1744	1693	1969	1988	1863	1640	1348	762	466
315510	Rio do Prado	5133	747	624	803	776	674	575	468	277	189
315500	Rio Doce	2620	246	277	424	398	360	412	267	139	97
315520	Rio Espera	5402	595	567	817	666	806	847	515	368	221
315530	Rio Manso	5879	600	638	848	892	913	852	599	362	175
315540	Rio Novo	8957	921	1078	1406	1333	1164	1276	886	573	320
315550	Rio Paranaíba	12335	1540	1765	1876	1950	1782	1582	1030	543	267
315560	Rio Pardo de Minas	31045	4587	4495	5811	5172	3964	3127	2062	1223	604
315570	Rio Piracicaba	14332	1581	1694	2119	2061	2044	2063	1481	857	432
315580	Rio Pomba	17959	1925	2133	2847	2857	2364	2330	1805	1039	659
315590	Rio Preto	5485	601	632	788	747	820	801	563	343	190
315600	Rio Vermelho	12739	1985	1680	2139	1769	1555	1442	1060	677	432
315610	Ritápolis	4562	426	456	672	557	677	723	571	321	159
315620	Rochedo de Minas	2320	279	302	354	343	316	323	240	103	60
315630	Rodeiro	8224	1027	1234	1336	1450	1107	987	584	319	180
315640	Romaria	3520	415	424	530	504	530	513	369	167	68
315645	Rosário da Limeira	4622	484	516	721	726	714	597	468	249	147
315650	Rubelita	5798	832	762	858	750	726	722	605	358	185
315660	Rubim	10256	1291	1271	1495	1449	1359	1268	970	699	454
315670	Sabará	137125	17906	19441	23077	21579	19713	15953	11279	5547	2630
315680	Sabinópolis	15416	2229	2039	2459	2209	1930	1806	1314	859	571
315690	Sacramento	26374	3259	3542	4167	4263	3741	3184	2224	1287	707
315700	Salinas	41699	5307	5469	6507	6752	5714	4667	3605	2307	1371
315710	Salto da Divisa	7012	1191	973	1001	996	856	859	594	322	220
315720	Santa Bárbara	31604	4230	4219	5370	5320	4432	3703	2500	1189	641
315725	Santa Bárbara do Leste	8181	1092	1039	1224	1244	1183	1055	716	410	218
315727	Santa Bárbara do Monte Verde	3182	406	376	490	421	498	506	269	140	76
315730	Santa Bárbara do Tugúrio	4407	531	519	665	606	678	606	418	255	129
315733	Santa Cruz de Minas	8664	1048	1174	1458	1368	1273	1098	743	355	147
315737	Santa Cruz de Salinas	4107	615	494	645	535	508	468	424	259	159
315740	Santa Cruz do Escalvado	4725	506	495	715	658	718	643	504	286	200
315750	Santa Efigênia de Minas	4381	627	595	708	631	603	478	366	248	125
315760	Santa Fé de Minas	3826	634	539	673	527	453	448	323	149	80
315765	Santa Helena de Minas	6386	1253	971	1020	881	744	606	436	302	173
315770	Santa Juliana	14255	1944	2249	2512	2536	1925	1463	940	481	205
315780	Santa Luzia	220444	30235	32149	37845	35744	32161	23693	17094	8231	3292
315790	Santa Margarida	16302	2555	2474	2588	2452	2083	1849	1328	639	334
315800	Santa Maria de Itabira	10857	1482	1418	1840	1587	1478	1296	883	510	363
315810	Santa Maria do Salto	5217	673	641	732	773	642	670	574	319	193
315820	Santa Maria do Suaçuí	14611	2114	1952	2412	2193	1843	1650	1201	750	496
315920	Santa Rita de Caldas	8924	900	954	1127	1218	1330	1340	1066	672	317
315940	Santa Rita de Ibitipoca	3402	402	395	482	457	513	496	346	200	111
315930	Santa Rita de Jacutinga	4863	481	483	693	632	717	709	555	358	235
315935	Santa Rita de Minas	7268	948	976	1197	1089	1018	838	659	352	191
315950	Santa Rita do Itueto	5457	756	690	802	728	804	708	520	293	156
315960	Santa Rita do Sapucaí	43753	5484	6141	7242	7292	6246	5093	3543	1784	928
315970	Santa Rosa da Serra	3357	428	465	491	488	460	471	334	157	63
315980	Santa Vitória	19872	2365	2557	2911	2916	3087	2494	1792	1129	621
315830	Santana da Vargem	7073	857	900	1075	1070	1036	905	702	372	156
315840	Santana de Cataguases	3891	442	415	504	503	510	543	509	290	175
315850	Santana de Pirapama	7589	880	822	1038	1035	1145	1030	827	509	303
315860	Santana do Deserto	3981	485	497	592	543	553	594	368	229	120
315870	Santana do Garambéu	2476	260	309	341	403	390	296	242	166	69
315880	Santana do Jacaré	4834	522	549	760	716	690	616	498	296	187
315890	Santana do Manhuaçu	8667	1278	1199	1317	1279	1223	988	747	410	226
315895	Santana do Paraíso	35369	5301	5206	6109	5734	5131	3659	2515	1143	571
315900	Santana do Riacho	4315	515	458	675	675	725	583	383	197	104
315910	Santana dos Montes	3765	420	448	560	491	528	548	380	260	130
315990	Santo Antônio do Amparo	18613	2417	2475	3026	2881	2526	2214	1781	881	412
316000	Santo Antônio do Aventureiro	3602	391	398	514	468	503	529	397	256	146
316010	Santo Antônio do Grama	3886	454	429	590	570	542	530	382	233	156
316020	Santo Antônio do Itambé	3799	632	552	675	534	451	408	268	177	102
316030	Santo Antônio do Jacinto	11604	1731	1464	1548	1641	1446	1378	1168	785	443
316040	Santo Antônio do Monte	28427	3586	3982	4717	4400	3973	3399	2373	1304	693
316045	Santo Antônio do Retiro	7297	1192	1046	1288	1149	917	707	545	303	150
316050	Santo Antônio do Rio Abaixo	1760	202	212	261	234	242	286	178	85	60
316060	Santo Hipólito	3065	373	337	462	416	387	436	352	181	121
316070	Santos Dumont	46421	5198	5452	7032	6914	6417	6457	4869	2675	1407
316080	São Bento Abade	5349	833	845	981	808	714	578	332	175	83
316090	São Brás do Suaçuí	3754	416	432	533	633	526	544	378	184	108
316095	São Domingos das Dores	5658	834	804	976	933	780	627	396	194	114
316100	São Domingos do Prata	17327	1911	1952	2485	2574	2362	2378	1817	1156	692
316105	São Félix de Minas	3362	483	457	550	469	518	411	244	151	79
316110	São Francisco	56477	9533	8522	10125	8778	6446	5423	3898	2450	1302
316120	São Francisco de Paula	6520	702	768	985	1017	1016	813	672	350	197
316130	São Francisco de Sales	6274	778	799	942	1101	1002	811	482	233	126
316140	São Francisco do Glória	4800	542	532	728	660	720	675	496	278	169
316150	São Geraldo	12562	1429	1706	1961	1989	1740	1649	1117	603	368
316160	São Geraldo da Piedade	3910	561	494	583	565	500	479	352	233	143
316165	São Geraldo do Baixio	4059	566	545	632	591	563	573	317	178	94
316170	São Gonçalo do Abaeté	8459	1363	1245	1440	1243	1062	960	650	332	164
316180	São Gonçalo do Pará	12597	1575	1785	1970	1940	1851	1537	1020	583	336
316190	São Gonçalo do Rio Abaixo	11019	1363	1548	1893	1825	1614	1215	823	473	265
312550	São Gonçalo do Rio Preto	3173	425	389	544	514	445	387	231	175	63
316200	São Gonçalo do Sapucaí	25561	3237	3363	4063	3808	3359	3201	2448	1363	719
316210	São Gotardo	35782	4790	5417	6041	5936	4795	4003	2635	1432	733
316220	São João Batista do Glória	7498	821	868	1171	1082	1091	1040	789	437	199
316225	São João da Lagoa	4932	678	598	871	793	698	582	411	204	97
316230	São João da Mata	2746	278	289	396	400	399	423	320	163	78
316240	São João da Ponte	25098	3561	3241	4455	4259	3110	2727	1972	1202	571
316245	São João das Missões	13125	3042	2645	2369	1837	1197	933	578	348	176
316250	São João del Rei	90497	9193	10866	13634	13829	13387	12823	9471	4763	2531
316255	São João do Manhuaçu	11674	1784	1787	1962	1881	1483	1316	829	423	209
316257	São João do Manteninha	5918	748	750	868	854	862	788	557	299	192
316260	São João do Oriente	7444	968	873	1145	1017	1069	951	711	434	276
316265	São João do Pacuí	4448	712	588	746	685	561	477	359	209	111
316270	São João do Paraíso	23709	3135	3142	4252	4233	2950	2395	1858	1157	587
316280	São João Evangelista	15767	2068	1967	2647	2317	2048	1911	1364	881	564
316290	São João Nepomuceno	26447	2779	3166	4110	3976	3460	3771	2780	1492	913
316292	São Joaquim de Bicas	32148	4225	4629	5750	6184	4584	3083	2108	1096	489
316294	São José da Barra	7480	955	967	1208	1189	1002	973	706	343	137
316295	São José da Lapa	24135	3124	3392	4221	3775	3471	2837	1977	910	428
316300	São José da Safira	4280	744	641	767	681	563	444	243	127	70
316310	São José da Varginha	5079	667	680	843	749	757	630	385	236	132
316320	São José do Alegre	4210	497	496	681	597	610	578	425	212	114
316330	São José do Divino	3856	568	510	619	599	515	435	293	203	114
316340	São José do Goiabal	5387	631	588	792	743	738	755	581	335	224
316350	São José do Jacuri	6431	937	851	999	913	843	805	526	346	211
316360	São José do Mantimento	2806	348	350	426	433	423	381	232	134	79
316370	São Lourenço	46202	5214	5446	6771	6823	6339	6155	5105	2759	1590
316380	São Miguel do Anta	6944	775	816	1074	1054	946	923	721	375	260
316390	São Pedro da União	4610	486	463	694	634	615	659	576	325	158
316410	São Pedro do Suaçuí	5202	669	628	782	824	647	610	471	362	209
316400	São Pedro dos Ferros	7706	1023	932	1084	1104	992	1064	787	448	272
316420	São Romão	12529	2114	1842	2353	2252	1545	1229	687	333	174
316430	São Roque de Minas	7076	833	879	1097	988	1023	1012	680	385	179
316440	São Sebastião da Bela Vista	5552	813	751	810	822	749	670	541	270	126
316443	São Sebastião da Vargem Alegre	3024	382	342	479	460	440	392	299	151	79
316447	São Sebastião do Anta	6627	1010	979	1065	1045	872	688	523	275	170
316450	São Sebastião do Maranhão	9963	1603	1296	1623	1421	1280	1133	793	530	284
316460	São Sebastião do Oeste	6863	916	1139	1000	1207	832	733	564	305	167
316470	São Sebastião do Paraíso	71445	8834	9463	11335	11352	9637	8484	6768	3640	1932
316480	São Sebastião do Rio Preto	1492	207	173	148	134	234	234	167	115	80
316490	São Sebastião do Rio Verde	2250	261	253	334	325	332	325	239	110	71
316520	São Thomé das Letras	7120	895	951	1337	1043	1107	925	560	216	86
316500	São Tiago	10960	1272	1373	1703	1647	1574	1426	1034	592	339
316510	São Tomás de Aquino	7000	955	929	1086	1015	900	728	709	434	244
316530	São Vicente de Minas	7815	908	954	1335	1146	1090	1057	731	385	209
316540	Sapucaí-Mirim	6989	940	925	1184	964	985	859	623	342	167
316550	Sardoá	6361	954	904	1140	944	824	694	488	260	153
316553	Sarzedo	33413	5047	5099	5841	5369	5054	3522	2097	971	413
316556	Sem-Peixe	2606	241	233	352	376	352	390	285	238	139
316557	Senador Amaral	5361	784	780	906	842	785	629	383	182	70
316560	Senador Cortes	2003	301	300	320	280	265	239	155	91	52
316570	Senador Firmino	7858	890	826	1120	1139	1020	1188	852	537	286
316580	Senador José Bento	1461	98	142	207	174	180	260	211	123	66
316590	Senador Modestino Gonçalves	4105	531	463	679	624	568	516	360	243	121
316600	Senhora de Oliveira	5786	701	718	882	829	838	795	495	317	211
316610	Senhora do Porto	3519	575	499	511	457	450	391	285	209	142
316620	Senhora dos Remédios	10467	1192	1293	1468	1527	1582	1464	966	663	312
316630	Sericita	7333	1049	1013	1168	1171	1023	816	563	339	191
316640	Seritinga	1854	204	203	282	266	276	272	183	116	52
316650	Serra Azul de Minas	4292	771	657	814	608	482	411	284	164	101
316660	Serra da Saudade	776	83	92	111	131	103	94	95	43	24
316680	Serra do Salitre	11668	1709	1726	2059	1817	1612	1386	787	394	178
316670	Serra dos Aimorés	8713	1327	1242	1336	1375	1109	914	701	419	290
316690	Serrania	7668	1077	1077	1156	1035	943	939	760	427	254
316695	Serranópolis de Minas	4809	695	646	744	761	585	559	420	269	130
316700	Serranos	1956	240	233	337	326	268	263	149	92	48
316710	Serro	20940	3119	2933	3693	3075	2565	2467	1628	889	571
316720	Sete Lagoas	241835	28388	32210	40083	41208	34553	29453	20715	10347	4878
316555	Setubinha	12378	2770	2123	2188	1775	1214	929	719	444	216
316730	Silveirânia	2264	229	225	339	333	320	366	255	116	81
316740	Silvianópolis	6248	716	768	877	867	839	871	652	441	217
316750	Simão Pereira	2618	307	330	438	385	362	368	246	127	55
316760	Simonésia	19736	2948	2851	3178	3190	2784	2088	1448	806	443
316770	Sobrália	5514	772	651	786	701	747	716	578	330	233
316780	Soledade de Minas	6189	849	782	874	908	839	801	603	337	196
316790	Tabuleiro	3708	378	378	523	492	482	569	453	267	166
316800	Taiobeiras	34397	4806	4847	5796	5588	4494	3615	2691	1595	965
316805	Taparuba	3101	352	339	381	427	397	454	367	233	151
316810	Tapira	4832	588	623	795	814	652	661	458	165	76
316820	Tapiraí	1872	192	222	274	240	240	307	198	131	68
316830	Taquaraçu de Minas	4099	563	533	609	557	607	549	360	222	99
316840	Tarumirim	14302	1966	1766	1977	2076	2001	1738	1353	892	533
316850	Teixeiras	11670	1238	1242	1728	1666	1679	1679	1299	716	423
316860	Teófilo Otoni	140937	18688	19351	21786	22762	19512	16248	11570	6904	4116
316870	Timóteo	90568	10691	12056	14112	14507	12393	11991	8475	4139	2204
316880	Tiradentes	8072	896	959	1332	1328	1225	1097	748	333	154
316890	Tiros	6424	689	701	834	831	949	949	815	435	221
316900	Tocantins	16715	1926	2001	2613	2484	2406	2250	1591	943	501
316905	Tocos do Moji	4109	323	371	561	587	642	741	466	283	135
316910	Toledo	6297	810	797	967	887	903	797	586	362	188
316920	Tombos	7850	924	978	1016	1129	1032	988	881	527	375
316930	Três Corações	80032	10391	11102	13404	12915	10972	9277	6912	3403	1656
316935	Três Marias	32716	4213	4417	5544	5167	4655	3972	2788	1391	569
316940	Três Pontas	56940	7180	7531	9206	8601	8197	6828	5420	2634	1343
316950	Tumiritinga	6765	1085	1024	1104	902	876	785	502	331	156
316960	Tupaciguara	25398	2908	3001	3817	3568	3644	3484	2512	1568	896
316970	Turmalina	20125	2883	2796	3503	3733	2546	2114	1382	755	413
316980	Turvolândia	5070	610	699	824	756	691	628	491	248	123
316990	Ubá	116797	14454	16283	19394	19360	16421	13935	9701	4781	2468
317000	Ubaí	12599	2232	1931	2224	1903	1490	1144	850	551	274
317005	Ubaporanga	12493	1703	1562	1898	1810	1748	1616	1177	605	374
317010	Uberaba	337092	38487	44307	51746	57360	48259	40911	30903	16513	8606
317020	Uberlândia	699097	84075	98297	110809	117105	101246	83810	60169	29631	13955
317030	Umburatiba	2596	375	356	380	407	347	290	232	131	78
317040	Unaí	84930	11415	11705	13962	13777	12692	9919	6704	3242	1514
317043	União de Minas	4284	551	599	661	683	644	498	361	197	90
317047	Uruana de Minas	3260	442	373	544	448	481	429	290	169	84
317050	Urucânia	10345	1382	1360	1702	1573	1458	1243	853	504	270
317052	Urucuia	17173	3184	2778	3270	2610	2101	1414	900	620	296
317057	Vargem Alegre	6470	738	753	933	902	963	871	663	401	246
317060	Vargem Bonita	2148	266	254	281	320	262	305	261	131	68
317065	Vargem Grande do Rio Pardo	5026	713	708	948	820	649	524	373	182	109
317070	Varginha	136602	16203	17781	21621	22575	19896	16454	13066	6079	2927
317075	Varjão de Minas	7138	1082	1073	1350	1218	996	725	413	193	88
317080	Várzea da Palma	39803	5510	5711	6718	6708	5319	4456	3165	1516	700
317090	Varzelândia	19305	3373	2859	3381	3004	2104	1883	1415	808	478
317100	Vazante	20642	2545	2648	3313	3217	3077	2713	1784	932	413
317103	Verdelândia	9443	1900	1636	1904	1456	988	753	449	243	114
317107	Veredinha	5727	739	731	983	1013	744	664	477	250	126
317110	Veríssimo	4045	546	569	625	494	594	520	394	199	104
317115	Vermelho Novo	4846	614	589	723	715	765	648	407	244	141
317120	Vespasiano	129765	18872	20091	23449	21482	18514	13214	8644	3907	1592
317130	Viçosa	79388	8572	10446	12032	13575	11188	9996	7894	3753	1932
317140	Vieiras	3589	413	394	510	535	454	513	426	213	131
317160	Virgem da Lapa	13740	1706	1686	2145	2345	1761	1696	1204	755	442
317170	Virgínia	8663	1026	1017	1245	1330	1251	1177	896	486	235
317180	Virginópolis	10484	1297	1273	1670	1543	1337	1376	1014	586	388
317190	Virgolândia	5340	685	659	796	774	647	715	494	323	247
317200	Visconde do Rio Branco	42965	5277	5801	6807	7080	5798	5356	3684	2028	1134
